UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,leon,0.5119791666666667,0.32314814814814813,,,0.5489583333333333,0.41759259259259257,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,tryn,0.5744791666666667,0.33796296296296297,,,0.6067708333333334,0.4398148148148148,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,senn,0.6276041666666666,0.3175925925925926,,,0.7,0.4203703703703704,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,silc,0.546875,0.3907407407407407,,,0.5765625,0.4888888888888889,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,sivi,0.6015625,0.40555555555555556,,,0.6411458333333333,0.5027777777777778,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,bran,0.6484375,0.4638888888888889,,,0.6791666666666667,0.5712962962962963,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,ekko,0.2671875,0.5518518518518518,,,0.32864583333333336,0.6398148148148148,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,tryn,0.18854166666666666,0.6546296296296297,,,0.2328125,0.7472222222222222,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,blit,0.23697916666666666,0.6564814814814814,,,0.30104166666666665,0.774074074074074,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,talo,0.309375,0.6666666666666666,,,0.3640625,0.7638888888888888,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,vi,0.37916666666666665,0.649074074074074,,,0.42604166666666665,0.7472222222222222,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,bran,0.45260416666666664,0.6546296296296297,,,0.478125,0.7416666666666667,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,synd,0.5083333333333333,0.6416666666666667,,,0.5411458333333333,0.7222222222222222,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,reks,0.5494791666666666,0.6416666666666667,,,0.6234375,0.7907407407407407,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,luci,0.6317708333333333,0.6398148148148148,,,0.6671875,0.7518518518518519,,
UNASSIGNED,gs://tft_set_6/raw/000bda2f-8ab5-401d-8f7e-ee7b1af039a0.png,senn,0.6838541666666667,0.6324074074074074,,,0.75625,0.7546296296296297,,
UNASSIGNED,gs://tft_set_6/raw/001a160a-4ee9-450d-a432-0d0af9ea3e60.png,bran,0.2921875,0.3972222222222222,,,0.3260416666666667,0.5138888888888888,,
UNASSIGNED,gs://tft_set_6/raw/001a160a-4ee9-450d-a432-0d0af9ea3e60.png,swai,0.32760416666666664,0.3138888888888889,,,0.3546875,0.3990740740740741,,
UNASSIGNED,gs://tft_set_6/raw/001a160a-4ee9-450d-a432-0d0af9ea3e60.png,malz,0.35520833333333335,0.3675925925925926,,,0.38333333333333336,0.44814814814814813,,
UNASSIGNED,gs://tft_set_6/raw/001a160a-4ee9-450d-a432-0d0af9ea3e60.png,leon,0.39427083333333335,0.3314814814814815,,,0.4203125,0.42592592592592593,,
UNASSIGNED,gs://tft_set_6/raw/001a160a-4ee9-450d-a432-0d0af9ea3e60.png,synd,0.4234375,0.3648148148148148,,,0.4479166666666667,0.4675925925925926,,
UNASSIGNED,gs://tft_set_6/raw/001a160a-4ee9-450d-a432-0d0af9ea3e60.png,vex,0.4552083333333333,0.3509259259259259,,,0.4890625,0.4185185185185185,,
UNASSIGNED,gs://tft_set_6/raw/001a160a-4ee9-450d-a432-0d0af9ea3e60.png,vikt,0.34010416666666665,0.5425925925925926,,,0.38333333333333336,0.6305555555555555,,
UNASSIGNED,gs://tft_set_6/raw/001a160a-4ee9-450d-a432-0d0af9ea3e60.png,ahri,0.27708333333333335,0.537962962962963,,,0.3328125,0.6231481481481481,,
UNASSIGNED,gs://tft_set_6/raw/001a160a-4ee9-450d-a432-0d0af9ea3e60.png,vikt,0.4317708333333333,0.6407407407407407,,,0.4791666666666667,0.7425925925925926,,
UNASSIGNED,gs://tft_set_6/raw/001a160a-4ee9-450d-a432-0d0af9ea3e60.png,vex,0.38229166666666664,0.6601851851851852,,,0.42604166666666665,0.7351851851851852,,
UNASSIGNED,gs://tft_set_6/raw/001a160a-4ee9-450d-a432-0d0af9ea3e60.png,swai,0.3140625,0.6453703703703704,,,0.36302083333333335,0.7333333333333333,,
